Date,Plot ID,Treatment Type,ExG,Total Soil Moisture,Irrigation Added (gallons),Rainfall (gallons),ET0 (mm),Heat Index (F),Canopy Cover (CC),Kc (Crop Coeffecient)
2023-08-29,30,FIEG,NA,213.05,NA,201.408,4.92114731832688,78.36317464,NA,NA
2023-08-30,30,FIEG,NA,212.1916667,5250,0,2.384700466523309,78.70423394,NA,NA
2023-08-31,30,FIEG,NA,211.3,NA,0,3.5962140391486423,79.59314184,NA,NA
2023-09-01,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-02,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-03,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-04,30,FIEG,NA,NA,NA,25.176,NA,NA,NA,NA
2023-09-05,30,FIEG,0.184641694,NA,NA,0,NA,NA,29.00633771,0.2290823902
2023-09-06,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-07,30,FIEG,NA,214.8625,NA,0,NA,82.78480192,NA,NA
2023-09-08,30,FIEG,NA,209.5333333,NA,0,NA,86.33492243,NA,NA
2023-09-09,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-10,30,FIEG,NA,NA,NA,981.864,NA,NA,NA,NA
2023-09-11,30,FIEG,NA,NA,8550,453.168,NA,NA,NA,NA
2023-09-12,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-13,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-14,30,FIEG,NA,NA,NA,9516.528,NA,NA,NA,NA
2023-09-15,30,FIEG,NA,NA,NA,11278.848,NA,NA,NA,NA
2023-09-16,30,FIEG,NA,NA,NA,4632.384,NA,NA,NA,NA
2023-09-17,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-18,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-19,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-20,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-21,30,FIEG,NA,NA,NA,25.176,NA,NA,NA,NA
2023-09-22,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-23,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-24,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-25,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-26,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-27,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-28,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-29,30,FIEG,NA,NA,NA,276.936,NA,NA,NA,NA
2023-09-30,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-01,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-02,30,FIEG,NA,NA,NA,6797.52,NA,NA,NA,NA
2023-10-03,30,FIEG,NA,NA,NA,7426.92,NA,NA,NA,NA
2023-10-04,30,FIEG,NA,NA,NA,1888.2,NA,NA,NA,NA
2023-10-05,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-06,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-07,30,FIEG,NA,213.8958333,NA,0,NA,83.93458201,NA,NA
2023-10-08,30,FIEG,NA,210.3333333,NA,0,NA,86.8825539,NA,NA
2023-10-09,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-10,30,FIEG,NA,NA,NA,25.176,NA,NA,NA,NA
2023-10-11,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-12,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-13,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-14,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-15,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-16,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-17,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-18,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-19,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-20,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-21,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-22,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-23,30,FIEG,NA,NA,NA,3222.528,NA,NA,NA,NA
2023-10-24,30,FIEG,NA,NA,NA,3776.4,NA,NA,NA,NA
2023-10-25,30,FIEG,NA,NA,NA,2517.6,NA,NA,NA,NA
2023-10-26,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-27,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-28,30,FIEG,NA,NA,NA,604.224,NA,NA,NA,NA
2023-10-29,30,FIEG,NA,NA,NA,251.76,NA,NA,NA,NA
2023-10-30,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-31,30,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-01,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-02,46,DIEG,NA,NA,NA,906.336,NA,NA,NA,NA
2023-05-03,46,DIEG,NA,NA,NA,5060.376,NA,NA,NA,NA
2023-05-04,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-05,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-06,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-07,46,DIEG,NA,223.975,NA,0,NA,NA,NA,NA
2023-05-08,46,DIEG,NA,218.6333333,NA,0,NA,88.45906378,NA,NA
2023-05-09,46,DIEG,NA,213.9166667,NA,0,NA,84.76233979,NA,NA
2023-05-10,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-11,46,DIEG,-0.048865542,NA,NA,3952.632,NA,NA,0,-0.148
2023-05-12,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-13,46,DIEG,NA,NA,NA,4531.68,NA,NA,NA,NA
2023-05-14,46,DIEG,NA,NA,NA,855.984,NA,NA,NA,NA
2023-05-15,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-16,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-17,46,DIEG,-0.039407341,NA,NA,50.352,NA,NA,0,-0.148
2023-05-18,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-19,46,DIEG,NA,NA,NA,352.464,NA,NA,NA,NA
2023-05-20,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-21,46,DIEG,NA,NA,NA,503.52,NA,NA,NA,NA
2023-05-22,46,DIEG,NA,NA,NA,6520.584,NA,NA,NA,NA
2023-05-23,46,DIEG,-0.045310682,NA,NA,1283.976,NA,NA,0,-0.148
2023-05-24,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-25,46,DIEG,NA,NA,NA,5337.312,NA,NA,NA,NA
2023-05-26,46,DIEG,NA,NA,NA,3826.752,NA,NA,NA,NA
2023-05-27,46,DIEG,NA,NA,NA,3197.352,NA,NA,NA,NA
2023-05-28,46,DIEG,NA,NA,NA,2769.36,NA,NA,NA,NA
2023-05-29,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-30,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-31,46,DIEG,NA,NA,NA,276.936,NA,NA,NA,NA
2023-06-01,46,DIEG,NA,NA,NA,1686.792,NA,NA,NA,NA
2023-06-02,46,DIEG,NA,NA,NA,1812.672,NA,NA,NA,NA
2023-06-03,46,DIEG,NA,NA,NA,2114.784,NA,NA,NA,NA
2023-06-04,46,DIEG,NA,NA,NA,50.352,NA,NA,NA,NA
2023-06-05,46,DIEG,NA,NA,NA,75.528,NA,NA,NA,NA
2023-06-06,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-07,46,DIEG,NA,222.7458333,NA,2719.008,NA,NA,NA,NA
2023-06-08,46,DIEG,NA,217.9,NA,0,4.99099717722734,87.45687746,NA,NA
2023-06-09,46,DIEG,-0.029463939,NA,NA,0,NA,NA,0,-0.148
2023-06-10,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-11,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-12,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-13,46,DIEG,-0.01135302,238.0041667,NA,0,NA,NA,1.664684899,-0.1263590963
2023-06-14,46,DIEG,NA,236.9833333,NA,0,NA,NA,NA,NA
2023-06-15,46,DIEG,NA,235.7916667,NA,0,NA,NA,NA,NA
2023-06-16,46,DIEG,NA,234.7125,NA,0,NA,NA,NA,NA
2023-06-17,46,DIEG,NA,233.726087,NA,0,NA,NA,NA,NA
2023-06-18,46,DIEG,-0.008238275,232.7833333,NA,0,NA,NA,2.63671875,-0.1137226563
2023-06-19,46,DIEG,NA,231.3708333,NA,0,NA,NA,NA,NA
2023-06-20,46,DIEG,NA,229.9291667,NA,0,NA,NA,NA,NA
2023-06-21,46,DIEG,NA,228.6083333,0,0,NA,NA,NA,NA
2023-06-22,46,DIEG,NA,227.7208333,NA,0,NA,NA,NA,NA
2023-06-23,46,DIEG,NA,230.15,NA,1032.216,NA,NA,NA,NA
2023-06-24,46,DIEG,NA,230.3,NA,0,NA,NA,NA,NA
2023-06-25,46,DIEG,NA,229.6541667,NA,0,NA,NA,NA,NA
2023-06-26,46,DIEG,NA,228.9375,4000,0,NA,NA,NA,NA
2023-06-27,46,DIEG,NA,227.9375,NA,0,NA,NA,NA,NA
2023-06-28,46,DIEG,NA,227.65,NA,0,NA,NA,NA,NA
2023-06-29,46,DIEG,NA,226.7363636,1570,0,NA,NA,NA,NA
2023-06-30,46,DIEG,0.02293181,226.5458333,NA,3323.232,NA,NA,11.34538153,-5.1004011e-4
2023-07-01,46,DIEG,NA,NA,NA,906.336,NA,NA,NA,NA
2023-07-02,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-07-03,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-07-04,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-07-05,46,DIEG,0.071852964,NA,0,0,NA,NA,23.75316991,0.1607912088
2023-07-06,46,DIEG,NA,241.4571429,NA,0,NA,NA,NA,NA
2023-07-07,46,DIEG,NA,221.625,NA,553.872,6.534235849497845,85.48721757,NA,NA
2023-07-08,46,DIEG,NA,216.8833333,NA,125.88,4.690571865945404,83.95531491,NA,NA
2023-07-09,46,DIEG,0.077758496,NA,NA,0,NA,NA,26.12345041,0.1916048553
2023-07-10,46,DIEG,NA,NA,NA,4456.152,NA,NA,NA,NA
2023-07-11,46,DIEG,NA,NA,NA,453.168,NA,NA,NA,NA
2023-07-12,46,DIEG,0.070075539,NA,2830,0,NA,NA,28.45804989,0.2219546486
2023-07-13,46,DIEG,NA,221,NA,0,6.693322259032683,91.65693928,NA,NA
2023-07-14,46,DIEG,NA,219.975,NA,0,6.34347629009833,88.88358333,NA,NA
2023-07-15,46,DIEG,NA,219.3227273,NA,302.112,4.2998055390763685,83.39643018,NA,NA
2023-07-16,46,DIEG,NA,219.4041667,NA,1435.032,4.502614802388296,82.93465384,NA,NA
2023-07-17,46,DIEG,0.077404481,218.7208333,NA,0,6.491309734424005,86.34306645,29.69958358,0.2380945865
2023-07-18,46,DIEG,NA,217.6333333,NA,0,11.647747863739548,87.4303048,NA,NA
2023-07-19,46,DIEG,NA,219.4875,NA,0,10.407517326979445,87.71541097,NA,NA
2023-07-20,46,DIEG,0.096947366,222.8833333,NA,0,5.33223087168297,84.76662166,32.4982699,0.2744775087
2023-07-21,46,DIEG,NA,222.6333333,5820,0,5.303162421574527,82.15549553,NA,NA
2023-07-22,46,DIEG,NA,221.6958333,NA,0,2.972122248743333,82.46773529,NA,NA
2023-07-23,46,DIEG,NA,220.575,NA,0,4.054680816689564,84.0121155,NA,NA
2023-07-24,46,DIEG,NA,219.1166667,NA,0,7.411746533598245,84.9826392,NA,NA
2023-07-25,46,DIEG,NA,219.8833333,NA,0,9.2754692071882765,85.56947655,NA,NA
2023-07-26,46,DIEG,0.100749363,222.8041667,NA,0,7.895742310504333,84.83968596,35.09868421,0.3082828947
2023-07-27,46,DIEG,NA,222.1916667,NA,0,6.422742806977326,84.3253885,NA,NA
2023-07-28,46,DIEG,NA,220.7583333,4790,0,6.3950402734856855,84.90391571,NA,NA
2023-07-29,46,DIEG,NA,219.3333333,NA,0,5.074674130136744,84.26842953,NA,NA
2023-07-30,46,DIEG,NA,218.0666667,NA,0,6.298773994914483,83.04122846,NA,NA
2023-07-31,46,DIEG,0.091415962,217.0583333,NA,0,5.899101497839515,84.04033507,32.32132964,0.2721772853
2023-08-01,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-08-02,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-08-03,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-08-04,46,DIEG,0.096672682,NA,NA,0,NA,NA,32.98614958,0.2808199445
2023-08-05,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-08-06,46,DIEG,NA,242.4791667,NA,0,7.058979860153696,NA,NA,NA
2023-08-07,46,DIEG,0.091512855,220.925,4730,276.936,4.986457007818808,82.56027878,32.42324561,0.2735021929
2023-08-08,46,DIEG,NA,216.0833333,NA,0,7.576063309338275,87.21057437,NA,NA
2023-08-09,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-08-10,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-08-11,46,DIEG,0.096147179,NA,5230,0,NA,NA,33.19967923,0.28359583
2023-08-12,46,DIEG,NA,NA,NA,276.936,NA,NA,NA,NA
2023-08-13,46,DIEG,NA,218.2166667,NA,730.104,6.526020760164731,87.55674665,NA,NA
2023-08-14,46,DIEG,NA,217.25,NA,0,4.289966572368692,78.72518528,NA,NA
2023-08-15,46,DIEG,NA,216.4666667,NA,0,3.9328414875638655,79.2391834,NA,NA
2023-08-16,46,DIEG,0.085425253,215.7666667,NA,0,6.09173128224056,84.03253664,26.19201031,0.192496134
2023-08-17,46,DIEG,NA,217.5,NA,0,6.24904608489395,86.88404682,NA,NA
2023-08-18,46,DIEG,NA,221.8666667,NA,0,6.438511910083366,86.61226573,NA,NA
2023-08-19,46,DIEG,NA,221.9166667,NA,0,11.422902196621454,83.72359882,NA,NA
2023-08-20,46,DIEG,NA,220.7333333,NA,0,5.4021989895281886,82.06158328,NA,NA
2023-08-21,46,DIEG,NA,219.5333333,6270,0,6.271405922150108,85.20992241,NA,NA
2023-08-22,46,DIEG,NA,218.4,NA,0,4.5775654431880985,84.88410741,NA,NA
2023-08-23,46,DIEG,NA,217.4833333,NA,0,5.216271118965082,83.1629015,NA,NA
2023-08-24,46,DIEG,0.069458285,216.6666667,NA,0,4.099551102064707,83.46461785,19.79402445,0.1093223179
2023-08-25,46,DIEG,NA,217.9333333,NA,0,5.506129476307294,82.84607647,NA,NA
2023-08-26,46,DIEG,NA,218.55,NA,0,4.722051795242134,82.19844779,NA,NA
2023-08-27,46,DIEG,NA,218.1333333,NA,0,3.199208562482251,81.89732007,NA,NA
2023-08-28,46,DIEG,NA,217.7333333,NA,0,3.0212240618448214,80.92993357,NA,NA
2023-08-29,46,DIEG,NA,217.2,NA,201.408,4.92114731832688,78.36317464,NA,NA
2023-08-30,46,DIEG,NA,216.6958333,2890,0,2.384700466523309,78.70423394,NA,NA
2023-08-31,46,DIEG,NA,216.1458333,NA,0,3.5962140391486423,79.59314184,NA,NA
2023-09-01,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-02,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-03,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-04,46,DIEG,NA,NA,NA,25.176,NA,NA,NA,NA
2023-09-05,46,DIEG,-0.015937246,NA,NA,0,NA,NA,1.601343785,-0.1271825308
2023-09-06,46,DIEG,NA,241.5125,NA,0,NA,NA,NA,NA
2023-09-07,46,DIEG,NA,219.7958333,NA,0,NA,82.78480192,NA,NA
2023-09-08,46,DIEG,NA,215.35,NA,0,NA,86.33492243,NA,NA
2023-09-09,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-10,46,DIEG,NA,NA,NA,981.864,NA,NA,NA,NA
2023-09-11,46,DIEG,NA,NA,1510,453.168,NA,NA,NA,NA
2023-09-12,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-13,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-14,46,DIEG,NA,NA,NA,9516.528,NA,NA,NA,NA
2023-09-15,46,DIEG,NA,NA,NA,11278.848,NA,NA,NA,NA
2023-09-16,46,DIEG,NA,NA,NA,4632.384,NA,NA,NA,NA
2023-09-17,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-18,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-19,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-20,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-21,46,DIEG,NA,NA,NA,25.176,NA,NA,NA,NA
2023-09-22,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-23,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-24,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-25,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-26,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-27,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-28,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-09-29,46,DIEG,NA,NA,NA,276.936,NA,NA,NA,NA
2023-09-30,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-01,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-02,46,DIEG,NA,NA,NA,6797.52,NA,NA,NA,NA
2023-10-03,46,DIEG,NA,NA,NA,7426.92,NA,NA,NA,NA
2023-10-04,46,DIEG,NA,NA,NA,1888.2,NA,NA,NA,NA
2023-10-05,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-06,46,DIEG,NA,240.5875,NA,0,NA,NA,NA,NA
2023-10-07,46,DIEG,NA,218.8375,NA,0,NA,83.93458201,NA,NA
2023-10-08,46,DIEG,NA,217.7,NA,0,NA,86.8825539,NA,NA
2023-10-09,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-10,46,DIEG,NA,NA,NA,25.176,NA,NA,NA,NA
2023-10-11,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-12,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-13,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-14,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-15,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-16,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-17,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-18,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-19,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-20,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-21,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-22,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-23,46,DIEG,NA,NA,NA,3222.528,NA,NA,NA,NA
2023-10-24,46,DIEG,NA,NA,NA,3776.4,NA,NA,NA,NA
2023-10-25,46,DIEG,NA,NA,NA,2517.6,NA,NA,NA,NA
2023-10-26,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-27,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-28,46,DIEG,NA,NA,NA,604.224,NA,NA,NA,NA
2023-10-29,46,DIEG,NA,NA,NA,251.76,NA,NA,NA,NA
2023-10-30,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-10-31,46,DIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-01,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-02,47,FIEG,NA,NA,NA,906.336,NA,NA,NA,NA
2023-05-03,47,FIEG,NA,NA,NA,5060.376,NA,NA,NA,NA
2023-05-04,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-05,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-06,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-07,47,FIEG,NA,240.1166667,NA,0,NA,NA,NA,NA
2023-05-08,47,FIEG,NA,232.125,NA,0,NA,NA,NA,NA
2023-05-09,47,FIEG,NA,220.3,NA,0,NA,NA,NA,NA
2023-05-10,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-11,47,FIEG,-0.049081904,NA,NA,3952.632,NA,NA,0,-0.148
2023-05-12,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-13,47,FIEG,NA,NA,NA,4531.68,NA,NA,NA,NA
2023-05-14,47,FIEG,NA,NA,NA,855.984,NA,NA,NA,NA
2023-05-15,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-16,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-17,47,FIEG,-0.04042229,NA,NA,50.352,NA,NA,0,-0.148
2023-05-18,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-19,47,FIEG,NA,NA,NA,352.464,NA,NA,NA,NA
2023-05-20,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-21,47,FIEG,NA,NA,NA,503.52,NA,NA,NA,NA
2023-05-22,47,FIEG,NA,NA,NA,6520.584,NA,NA,NA,NA
2023-05-23,47,FIEG,-0.045634477,NA,NA,1283.976,NA,NA,0,-0.148
2023-05-24,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-25,47,FIEG,NA,NA,NA,5337.312,NA,NA,NA,NA
2023-05-26,47,FIEG,NA,NA,NA,3826.752,NA,NA,NA,NA
2023-05-27,47,FIEG,NA,NA,NA,3197.352,NA,NA,NA,NA
2023-05-28,47,FIEG,NA,NA,NA,2769.36,NA,NA,NA,NA
2023-05-29,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-30,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-05-31,47,FIEG,NA,NA,NA,276.936,NA,NA,NA,NA
2023-06-01,47,FIEG,NA,NA,NA,1686.792,NA,NA,NA,NA
2023-06-02,47,FIEG,NA,NA,NA,1812.672,NA,NA,NA,NA
2023-06-03,47,FIEG,NA,NA,NA,2114.784,NA,NA,NA,NA
2023-06-04,47,FIEG,NA,NA,NA,50.352,NA,NA,NA,NA
2023-06-05,47,FIEG,NA,NA,NA,75.528,NA,NA,NA,NA
2023-06-06,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-07,47,FIEG,NA,236.9541667,NA,2719.008,NA,NA,NA,NA
2023-06-08,47,FIEG,NA,226.2166667,NA,0,NA,NA,NA,NA
2023-06-09,47,FIEG,-0.029407355,NA,NA,0,NA,NA,0,-0.148
2023-06-10,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-11,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-12,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-13,47,FIEG,-0.010145418,NA,NA,0,NA,NA,0.06605892456,-0.147141234
2023-06-14,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-15,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-16,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-17,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-18,47,FIEG,-0.00688356,NA,NA,0,NA,NA,0.274122807,-0.1444364035
2023-06-19,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-20,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-21,47,FIEG,NA,NA,0,0,NA,NA,NA,NA
2023-06-22,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-23,47,FIEG,NA,NA,NA,1032.216,NA,NA,NA,NA
2023-06-24,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-25,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-26,47,FIEG,NA,NA,0,0,NA,NA,NA,NA
2023-06-27,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-06-28,47,FIEG,NA,254.1833333,NA,0,NA,NA,NA,NA
2023-06-29,47,FIEG,NA,254.9818182,0,0,NA,NA,NA,NA
2023-06-30,47,FIEG,0.028474236,252.7125,NA,3323.232,NA,NA,11.51110466,0.00164436058
2023-07-01,47,FIEG,NA,NA,NA,906.336,NA,NA,NA,NA
2023-07-02,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-07-03,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-07-04,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-07-05,47,FIEG,0.093749821,NA,0,0,NA,NA,27.13440406,0.2047472528
2023-07-06,47,FIEG,NA,NA,NA,0,NA,NA,NA,NA
2023-07-07,47,FIEG,NA,234.4125,NA,553.872,6.534235849497845,85.48721757,NA,NA
2023-07-08,47,FIEG,NA,221.9916667,NA,125.88,3.702302983768859,82.56027878,NA,NA
2023-07-09,47,FIEG,0.103801766,NA,NA,0,4.053027740554412,82.78480192,33.29414838,0.2848239289
2023-07-10,47,FIEG,NA,NA,NA,4456.152,4.7053208569608795,83.93458201,NA,NA
2023-07-11,47,FIEG,NA,NA,NA,453.168,7.141526965637649,88.06250679,NA,NA
2023-07-12,47,FIEG,0.097384229,NA,0,0,8.827358089945005,90.74847757,37.75510204,0.3428163265
2023-07-13,47,FIEG,NA,236.1875,NA,0,6.693322259032683,91.65693928,NA,NA
2023-07-14,47,FIEG,NA,232.9833333,NA,0,6.34347629009833,88.88358333,NA,NA
2023-07-15,47,FIEG,NA,230.6652174,NA,302.112,4.2998055390763685,83.39643018,NA,NA
2023-07-16,47,FIEG,NA,229.6,NA,1435.032,4.502614802388296,82.93465384,NA,NA
2023-07-17,47,FIEG,0.099055697,228.0458333,NA,0,6.491309734424005,86.34306645,42.92088043,0.4099714456
2023-07-18,47,FIEG,NA,230.0666667,NA,0,11.647747863739548,87.4303048,NA,NA
2023-07-19,47,FIEG,NA,242.4708333,NA,0,10.409330908157589,87.93463967,NA,NA
2023-07-20,47,FIEG,0.112677927,238.5333333,NA,0,5.333390893165133,84.94989871,46.2585034,0.4533605442
2023-07-21,47,FIEG,NA,233.0625,0,0,5.303162421574527,82.15549553,NA,NA
2023-07-22,47,FIEG,NA,229.7291667,NA,0,2.972122248743333,82.46773529,NA,NA
2023-07-23,47,FIEG,NA,227.1708333,NA,0,4.054680816689564,84.0121155,NA,NA
2023-07-24,47,FIEG,NA,225.6541667,NA,0,7.411746533598245,84.9826392,NA,NA
2023-07-25,47,FIEG,NA,239.025,NA,0,9.273389683461309,85.26114929,NA,NA
2023-07-26,47,FIEG,0.112871422,238.9416667,NA,0,7.89715941732935,85.06460822,53.90581717,0.5527756232
2023-07-27,47,FIEG,NA,231.9583333,NA,0,6.422742806977326,84.3253885,NA,NA
2023-07-28,47,FIEG,NA,226.85,0,0,6.3950402734856855,84.90391571,NA,NA
